lat_car1,long_car1,lat_car_prev,long_car_prev,x1,y1,x2,y2,lat_object,long_object
-11.7130147,-55.456656,-11.7130692,-55.4566699,0.7117166519165039,0.5310559272766113,0.740247905254364,0.6099019050598145,-11.71292681,-55.45658303
-11.7130692,-55.4566699,-11.7131236,-55.4566839,0.6196376085281372,0.5145070552825928,0.6370989084243774,0.5602943897247314,-11.71292681,-55.45658303
-11.72151,-55.4588661,-11.7215921,-55.4588872,0.8025004267692566,0.5120248198509216,0.8512643575668335,0.6070162653923035,-11.72139819,-55.45881149
-11.7215921,-55.4588872,-11.7216746,-55.458908,0.6230009198188782,0.49367672204971313,0.6502771973609924,0.5377463698387146,-11.72139819,-55.45881149
-11.7217575,-55.4589291,-11.7218405,-55.4589507,0.8141629099845886,0.5237264633178711,0.8463408350944519,0.626514196395874,-11.72166627,-55.45890194
-11.7218405,-55.4589507,-11.7219237,-55.4589724,0.6239464282989502,0.5013007521629333,0.6412743926048279,0.5460615754127502,-11.72166627,-55.45890194
-11.725795,-55.4599781,-11.7258763,-55.459999,0.7851618528366089,0.44962573051452637,0.8934447169303894,0.5708175897598267,-11.72573776,-55.45989623
-11.7258763,-55.459999,-11.7259577,-55.4600201,0.6444218754768372,0.4677046835422516,0.7251733541488647,0.5326908826828003,-11.72573776,-55.45989623
-11.7259577,-55.4600201,-11.726039,-55.4600411,0.5975546836853027,0.47262662649154663,0.6558598279953003,0.516710638999939,-11.72573776,-55.45989623
-11.728998,-55.4607992,-11.729067,-55.4608162,0.6636033654212952,0.4867779016494751,0.7722939252853394,0.5767090320587158,-11.72892011,-55.46072639
-11.729067,-55.4608162,-11.7291358,-55.4608336,0.587725818157196,0.4909823536872864,0.6529718637466431,0.5387753844261169,-11.72892011,-55.46072639
-11.7305112,-55.4611897,-11.7305793,-55.4612076,0.7793374061584473,0.4978800415992737,0.8155303001403809,0.6125578284263611,-11.73043001,-55.46112058
-11.7305793,-55.4612076,-11.7306474,-55.4612262,0.6199101209640503,0.49133920669555664,0.6403311491012573,0.543990969657898,-11.73043001,-55.46112058
-11.731123,-55.4613551,-11.7311915,-55.4613723,0.7163299322128296,0.5035467147827148,0.7499885559082031,0.5589464902877808,-11.73102149,-55.46125574
-11.7311915,-55.4613723,-11.73126,-55.4613898,0.6291990280151367,0.49398231506347656,0.6513559818267822,0.5283969640731812,-11.73102149,-55.46125574
-11.73126,-55.4613898,-11.7313288,-55.4614074,0.5932621955871582,0.49101752042770386,0.6092866659164429,0.515879213809967,-11.73102149,-55.46125574
-11.7344748,-55.462221,-11.7345479,-55.4622399,0.7814701795578003,0.4816981852054596,0.8134490847587585,0.5421677827835083,-11.73436526,-55.46213864
-11.7345479,-55.4622399,-11.7346208,-55.4622588,0.6567174792289734,0.4842921495437622,0.679277777671814,0.5202213525772095,-11.73436526,-55.46213864
-11.7346208,-55.4622588,-11.7346938,-55.462278,0.607683539390564,0.48625773191452026,0.6238886713981628,0.5114447474479675,-11.73436526,-55.46213864
-11.7353324,-55.4624483,-11.7354055,-55.4624679,0.6788212656974792,0.4928794503211975,0.7315025329589844,0.5781775116920471,-11.73526008,-55.46238638
-11.7354055,-55.4624679,-11.7354785,-55.4624877,0.588634192943573,0.49128061532974243,0.6151143908500671,0.5334456562995911,-11.73526008,-55.46238638
-11.7354785,-55.4624877,-11.7355514,-55.4625075,0.5568848848342896,0.49077874422073364,0.5751997828483582,0.5183234810829163,-11.73526008,-55.46238638
-11.7391096,-55.4634344,-11.7391859,-55.4634546,0.7015910148620605,0.5162970423698425,0.7255539894104004,0.5828296542167664,-11.73899772,-55.46335305
-11.7391859,-55.4634546,-11.7392625,-55.4634748,0.6053426265716553,0.49973568320274353,0.619006872177124,0.5355325937271118,-11.73899772,-55.46335305
-11.7474006,-55.4655912,-11.7474832,-55.4656127,0.8496205806732178,0.506698727607727,0.8752011656761169,0.5965558290481567,-11.74730952,-55.46549487
-11.7474832,-55.4656127,-11.7475664,-55.4656343,0.6517001986503601,0.49589741230010986,0.6678794622421265,0.5387324094772339,-11.74730952,-55.46549487
-11.7570841,-55.4681071,-11.7571448,-55.4681234,0.9150187969207764,0.5214824676513672,0.9485284090042114,0.6760168075561523,-11.75702814,-55.46805219
-11.7571448,-55.4681234,-11.7572054,-55.4681394,0.6537503004074097,0.5028629302978516,0.6786469221115112,0.568934440612793,-11.75702814,-55.46805219
-11.7572054,-55.4681394,-11.7572661,-55.4681553,0.5923219919204712,0.4967334270477295,0.6070988178253174,0.5358953475952148,-11.75702814,-55.46805219
-11.7655346,-55.4703163,-11.7655897,-55.4703313,0.7659875154495239,0.5461028814315796,0.7975145578384399,0.6335628032684326,-11.76547814,-55.47023403
-11.7655897,-55.4703313,-11.7656445,-55.4703463,0.6352178454399109,0.5182845592498779,0.6561837196350098,0.5650136470794678,-11.76547814,-55.47023403
-11.7656445,-55.4703463,-11.765699,-55.4703611,0.5912106037139893,0.5104589462280273,0.6039537787437439,0.5404462814331055,-11.76547814,-55.47023403
-11.765699,-55.4703611,-11.7657532,-55.4703756,0.5701990127563477,0.5067704319953918,0.5807960033416748,0.5291250348091125,-11.76547814,-55.47023403
-11.7731292,-55.4723053,-11.7731854,-55.4723201,0.858712375164032,0.49028998613357544,0.92833411693573,0.5732755064964294,-11.77307133,-55.47225406
-11.7731854,-55.4723201,-11.7732425,-55.4723348,0.6994492411613464,0.48757874965667725,0.7641426920890808,0.5381137132644653,-11.77307133,-55.47225406
-11.7732425,-55.4723348,-11.7732941,-55.4723481,0.6362826228141785,0.48547104001045227,0.6861156225204468,0.5210845470428467,-11.77307133,-55.47225406
-11.7732941,-55.4723481,-11.7733471,-55.4723615,0.6063860654830933,0.48361027240753174,0.6460698843002319,0.5107101202011108,-11.77307133,-55.47225406
-11.7738337,-55.4724864,-11.7738908,-55.472502,0.7938646078109741,0.47411248087882996,0.8464056849479675,0.6000628471374512,-11.77377851,-55.47243335
-11.7738908,-55.472502,-11.7739363,-55.4725144,0.6594510078430176,0.4767964482307434,0.6970118284225464,0.550823986530304,-11.77377851,-55.47243335
-11.7739363,-55.4725144,-11.7739889,-55.4725284,0.6169248819351196,0.4762251079082489,0.6456200480461121,0.531043291091919,-11.77377851,-55.47243335
-11.7739889,-55.4725284,-11.7740412,-55.4725418,0.5935701727867126,0.479983925819397,0.6154412627220154,0.5219600200653076,-11.77377851,-55.47243335
-11.7743983,-55.4726356,-11.7744594,-55.4726514,0.8310493230819702,0.503305196762085,0.8789167404174805,0.6220219135284424,-11.77434565,-55.47261671
-11.7744594,-55.4726514,-11.7745118,-55.4726648,0.6390877962112427,0.4927046298980713,0.6726614832878113,0.549688458442688,-11.77434565,-55.47261671
-11.7745118,-55.4726648,-11.7745652,-55.472678,0.5954119563102722,0.4901401996612549,0.6184214949607849,0.5287431478500366,-11.77434565,-55.47261671
-11.7745652,-55.472678,-11.7746197,-55.4726918,0.572913646697998,0.4895690381526947,0.5907717347145081,0.518295407295227,-11.77434565,-55.47261671
-11.7748808,-55.4727585,-11.7749437,-55.4727747,0.8614820241928101,0.34739571809768677,0.9353532791137695,0.6226347088813782,-11.77484567,-55.47273027
-11.7749437,-55.4727747,-11.7750054,-55.4727906,0.6377922296524048,0.4300997853279114,0.6916493773460388,0.5490177273750305,-11.77484567,-55.47273027
-11.7750054,-55.4727906,-11.7750662,-55.4728063,0.5859451293945312,0.45105069875717163,0.6195033192634583,0.5232222676277161,-11.77484567,-55.47273027
-11.7750662,-55.4728063,-11.7751161,-55.4728196,0.5619920492172241,0.46144187450408936,0.5876964330673218,0.5137518048286438,-11.77484567,-55.47273027
-11.7751161,-55.4728196,-11.7751755,-55.4728357,0.6920104026794434,0.48012638092041016,0.8646258115768433,0.5717631578445435,-11.77503427,-55.47276575
-11.7751755,-55.4728357,-11.7752346,-55.472851,0.611887514591217,0.48378419876098633,0.733832836151123,0.538543701171875,-11.77503427,-55.47276575
-11.7752346,-55.472851,-11.7752938,-55.4728663,0.5817186832427979,0.48744893074035645,0.6714069843292236,0.52712082862854,-11.77503427,-55.47276575
-11.7757581,-55.4729856,-11.7758182,-55.4730016,0.7443735599517822,0.46987801790237427,0.801052987575531,0.5788480639457703,-11.77569923,-55.47293217
-11.7758182,-55.4730016,-11.7758787,-55.4730178,0.6094719171524048,0.47734707593917847,0.6423251628875732,0.5302494168281555,-11.77569923,-55.47293217
-11.7758787,-55.4730178,-11.7759398,-55.4730341,0.5720340013504028,0.4836220443248749,0.5938775539398193,0.518179178237915,-11.77569923,-55.47293217
-11.7759398,-55.4730341,-11.7760017,-55.4730508,0.552980899810791,0.4834842085838318,0.569706916809082,0.5090849995613098,-11.77569923,-55.47293217
-11.7762064,-55.4731064,-11.7762617,-55.4731211,0.7702821493148804,0.34565114974975586,0.8655771017074585,0.5606687068939209,-11.77614463,-55.47307236
-11.7762617,-55.4731211,-11.7763058,-55.4731328,0.6342997550964355,0.41403043270111084,0.6914819478988647,0.5269876718521118,-11.77614463,-55.47307236
-11.7763058,-55.4731328,-11.77635,-55.4731442,0.5948331356048584,0.43774479627609253,0.6348046660423279,0.5166652798652649,-11.77614463,-55.47307236
-11.7769442,-55.4732978,-11.7769899,-55.4733098,0.8787259459495544,0.48964452743530273,0.9201691150665283,0.5704905986785889,-11.77690608,-55.47324102
-11.7769899,-55.4733098,-11.7770479,-55.4733253,0.7132346034049988,0.48737403750419617,0.7484468221664429,0.539271354675293,-11.77690608,-55.47324102
-11.7770479,-55.4733253,-11.7770947,-55.4733378,0.6307475566864014,0.4853588342666626,0.6549546718597412,0.5174521207809448,-11.77690608,-55.47324102
-11.7770947,-55.4733378,-11.7771534,-55.4733535,0.6002998352050781,0.4861298203468323,0.6198720932006836,0.5106751322746277,-11.77690608,-55.47324102
-11.778631,-55.4737365,-11.7786892,-55.473752,0.8638410568237305,0.5152555704116821,0.9484585523605347,0.5991572141647339,-11.77855151,-55.47365509
-11.7786892,-55.473752,-11.7787472,-55.4737671,0.6960147619247437,0.5073201656341553,0.7763115763664246,0.5541489124298096,-11.77855151,-55.47365509
-11.7787472,-55.4737671,-11.778805,-55.4737824,0.6309853792190552,0.4997675120830536,0.692448079586029,0.5316371917724609,-11.77855151,-55.47365509
-11.7790906,-55.4738553,-11.7791476,-55.4738697,0.8097286224365234,0.4857107400894165,0.9149378538131714,0.6002824306488037,-11.77905529,-55.47377471
-11.7791476,-55.4738697,-11.779195,-55.4738818,0.6638875007629395,0.47920963168144226,0.7466874122619629,0.5471169948577881,-11.77905529,-55.47377471
-11.779195,-55.4738818,-11.7792518,-55.4738969,0.6144832372665405,0.47886180877685547,0.6777199506759644,0.5281269550323486,-11.77905529,-55.47377471
-11.7792518,-55.4738969,-11.7792993,-55.4739094,0.5850324630737305,0.47925835847854614,0.631802499294281,0.5154380202293396,-11.77905529,-55.47377471
-11.779394,-55.4739343,-11.7794509,-55.4739492,0.8160947561264038,0.5036119222640991,0.866887092590332,0.610981822013855,-11.77935811,-55.47390288
-11.7794509,-55.4739492,-11.779517,-55.4739665,0.6480627059936523,0.49648886919021606,0.6826886534690857,0.5523063540458679,-11.77935811,-55.47390288
-11.779517,-55.4739665,-11.779564,-55.4739792,0.5905308723449707,0.4927372634410858,0.6123406887054443,0.5271427631378174,-11.77935811,-55.47390288
-11.779564,-55.4739792,-11.7796203,-55.4739943,0.5707587003707886,0.4899812340736389,0.5885483622550964,0.5173031687736511,-11.77935811,-55.47390288
-11.7818281,-55.4745728,-11.7818769,-55.4745851,0.810079038143158,0.49189814925193787,0.8405096530914307,0.5530065298080444,-11.78177107,-55.47450873
-11.7818769,-55.4745851,-11.7819347,-55.4745994,0.7002419233322144,0.48895299434661865,0.7251750826835632,0.531450629234314,-11.78177107,-55.47450873
-11.7819347,-55.4745994,-11.7820018,-55.4746164,0.6415195465087891,0.49032872915267944,0.6608461141586304,0.5207667946815491,-11.78177107,-55.47450873
-11.7820018,-55.4746164,-11.7820528,-55.4746293,0.6053799390792847,0.4848507046699524,0.6199743151664734,0.5077797770500183,-11.78177107,-55.47450873
-11.7823103,-55.4746944,-11.782366,-55.4747087,0.7794007062911987,0.5078593492507935,0.8113589286804199,0.5660768747329712,-11.78222837,-55.47462101
-11.782366,-55.4747087,-11.7824102,-55.4747197,0.6745073199272156,0.5022032260894775,0.698698878288269,0.541283130645752,-11.78222837,-55.47462101
-11.7824102,-55.4747197,-11.7824593,-55.4747325,0.6337854266166687,0.5021317601203918,0.6534072756767273,0.5326700806617737,-11.78222837,-55.47462101
-11.7828113,-55.4748256,-11.7828607,-55.4748387,0.8100951910018921,0.49912822246551514,0.861286997795105,0.566119909286499,-11.78273505,-55.47475261
-11.7828607,-55.4748387,-11.7829085,-55.4748508,0.7132291197776794,0.49650412797927856,0.7561047077178955,0.544293224811554,-11.78273505,-55.47475261
-11.7829085,-55.4748508,-11.7829542,-55.4748621,0.6624288558959961,0.4921657145023346,0.6970362663269043,0.5287314653396606,-11.78273505,-55.47475261
-11.7830662,-55.4748903,-11.7831178,-55.4749038,0.7492537498474121,0.5225861668586731,0.767331600189209,0.5687252879142761,-11.78298249,-55.47480932
-11.7831178,-55.4749038,-11.7831621,-55.4749155,0.6667010188102722,0.5119905471801758,0.6808421015739441,0.544320821762085,-11.78298249,-55.47480932
-11.7831621,-55.4749155,-11.783213,-55.4749287,0.631263256072998,0.5042993426322937,0.6428610682487488,0.5298544764518738,-11.78298249,-55.47480932
-11.7833727,-55.474971,-11.78343,-55.4749858,0.7983254790306091,0.49427860975265503,0.8261916637420654,0.5548917651176453,-11.78327876,-55.47489586
-11.78343,-55.4749858,-11.7835043,-55.4750051,0.6860941648483276,0.49036696553230286,0.7091965675354004,0.5305042266845703,-11.78327876,-55.47489586
-11.7835043,-55.4750051,-11.7835708,-55.4750226,0.6242783069610596,0.48577237129211426,0.6414408087730408,0.5134927034378052,-11.78327876,-55.47489586
-11.7837015,-55.4750569,-11.7837797,-55.4750772,0.8637679815292358,0.41627031564712524,0.9063584208488464,0.5626686215400696,-11.78363238,-55.47496317
-11.7837797,-55.4750772,-11.7838602,-55.4750982,0.6836996078491211,0.4436473846435547,0.719906210899353,0.5248792171478271,-11.78363238,-55.47496317
-11.7838602,-55.4750982,-11.7839257,-55.4751153,0.6167106628417969,0.4598821997642517,0.6418427228927612,0.5124906897544861,-11.78363238,-55.47496317
-11.7839257,-55.4751153,-11.7839916,-55.4751324,0.5915045142173767,0.4661251902580261,0.6109690070152283,0.5068230628967285,-11.78363238,-55.47496317
-11.7839916,-55.4751324,-11.7840574,-55.4751496,0.9841750860214233,0.49722301959991455,0.9999138712882996,0.5730985403060913,-11.78394491,-55.47505475
-11.7840574,-55.4751496,-11.7841231,-55.4751664,0.7513402700424194,0.4910774528980255,0.7763850092887878,0.5390791893005371,-11.78394491,-55.47505475
-11.7841231,-55.4751664,-11.7841887,-55.4751833,0.6627122759819031,0.4917140007019043,0.6820828318595886,0.5240050554275513,-11.78394491,-55.47505475
-11.7841887,-55.4751833,-11.7842542,-55.4752,0.6182516813278198,0.48950523138046265,0.6332310438156128,0.5130236744880676,-11.78394491,-55.47505475
-11.7845665,-55.4752804,-11.7846322,-55.4752975,0.9157020449638367,0.43619003891944885,0.9547209739685059,0.6097861528396606,-11.7844863,-55.4752418
-11.7846322,-55.4752975,-11.7846981,-55.4753144,0.7086169123649597,0.45563751459121704,0.7488044500350952,0.5541054606437683,-11.7844863,-55.4752418
-11.7846981,-55.4753144,-11.7847643,-55.4753313,0.6327117681503296,0.46902260184288025,0.6619396209716797,0.5331031084060669,-11.7844863,-55.4752418
-11.7847643,-55.4753313,-11.7848304,-55.4753483,0.5986032485961914,0.4725698232650757,0.6204559206962585,0.5195838212966919,-11.7844863,-55.4752418
-11.7918008,-55.4771587,-11.7918806,-55.4771789,0.8448366522789001,0.504938006401062,0.8821370601654053,0.6378895044326782,-11.79172703,-55.47714466
-11.7918806,-55.4771789,-11.79196,-55.4771996,0.620699942111969,0.4943317472934723,0.6414647102355957,0.5466018915176392,-11.79172703,-55.47714466
-11.800598,-55.4794362,-11.8006447,-55.479448,0.6707002520561218,0.5157876014709473,0.6971911191940308,0.5866267681121826,-11.80048968,-55.47938183
-11.8006447,-55.479448,-11.8007219,-55.4794679,0.6125442981719971,0.503815770149231,0.6313347220420837,0.5514956712722778,-11.80048968,-55.47938183
-11.8027856,-55.4800112,-11.8028485,-55.4800269,0.7772867679595947,0.4813295602798462,0.8398605585098267,0.5599268674850464,-11.80269475,-55.47994202
-11.8028485,-55.4800269,-11.802896,-55.4800385,0.6619340181350708,0.484296590089798,0.7066729068756104,0.5325632095336914,-11.80269475,-55.47994202
-11.802896,-55.4800385,-11.8029593,-55.4800541,0.6250258684158325,0.4848717451095581,0.6605870723724365,0.5223016738891602,-11.80269475,-55.47994202
-11.8088841,-55.4815995,-11.8089562,-55.4816175,0.7268815040588379,0.5212241411209106,0.7515079379081726,0.5927208662033081,-11.80881117,-55.48156495
-11.8089562,-55.4816175,-11.8090283,-55.4816357,0.6201270818710327,0.5047606825828552,0.6350727081298828,0.5433005690574646,-11.80881117,-55.48156495
-11.8126216,-55.4825702,-11.812701,-55.4825905,0.7428702116012573,0.34627729654312134,0.8274868726730347,0.564367949962616,-11.81251548,-55.48248949
-11.812701,-55.4825905,-11.81278,-55.482611,0.6367230415344238,0.4045501947402954,0.696119487285614,0.5332725048065186,-11.81251548,-55.48248949
-11.81278,-55.482611,-11.8128589,-55.4826315,0.5934332609176636,0.42913222312927246,0.6369079351425171,0.5189981460571289,-11.81251548,-55.48248949
-11.8128589,-55.4826315,-11.8129375,-55.4826518,0.5743429660797119,0.442094087600708,0.6080154776573181,0.5115247368812561,-11.81251548,-55.48248949
-11.813382,-55.4827677,-11.813458,-55.4827872,0.9301103353500366,0.5031559467315674,0.9693269729614258,0.6132242679595947,-11.81332767,-55.482714
-11.813458,-55.4827872,-11.8135334,-55.4828066,0.6627629995346069,0.49021458625793457,0.6942811012268066,0.5417734384536743,-11.81332767,-55.482714
-11.8135334,-55.4828066,-11.8136268,-55.4828308,0.5971277952194214,0.4943216145038605,0.6167787313461304,0.5253891944885254,-11.81332767,-55.482714
-11.8136268,-55.4828308,-11.8137009,-55.4828503,0.5653294324874878,0.49122411012649536,0.5790036916732788,0.5121837258338928,-11.81332767,-55.482714
-11.8144902,-55.4830559,-11.8145573,-55.483073,0.6918684840202332,0.4599289894104004,0.7749347686767578,0.5306307077407837,-11.81438752,-55.48297503
-11.8145573,-55.483073,-11.8146241,-55.4830902,0.6161706447601318,0.4706684947013855,0.6740553379058838,0.5140559077262878,-11.81438752,-55.48297503
-11.8146241,-55.4830902,-11.8146908,-55.4831075,0.5849143266677856,0.4729475975036621,0.6273216605186462,0.5041541457176208,-11.81438752,-55.48297503
-11.8171556,-55.4837501,-11.8172298,-55.4837697,0.8624371290206909,0.4855009615421295,0.880765438079834,0.5335527658462524,-11.81707732,-55.48365435
-11.8172298,-55.4837697,-11.8172887,-55.4837853,0.7283784747123718,0.48669862747192383,0.7438632845878601,0.5191364288330078,-11.81707732,-55.48365435
-11.8172887,-55.4837853,-11.8173475,-55.4838006,0.6727566719055176,0.4839962124824524,0.6851195096969604,0.5097640752792358,-11.81707732,-55.48365435
-11.8184267,-55.484078,-11.8184854,-55.4840938,0.8168957233428955,0.5260531902313232,0.8478866815567017,0.6330776214599609,-11.81836654,-55.48404081
-11.8184854,-55.4840938,-11.8185442,-55.4841099,0.6475541591644287,0.5070098638534546,0.6681911945343018,0.5610858201980591,-11.81836654,-55.48404081
-11.8185442,-55.4841099,-11.8186033,-55.4841259,0.5955400466918945,0.4962467551231384,0.6088668704032898,0.5315013527870178,-11.81836654,-55.48404081
-11.8186033,-55.4841259,-11.8186625,-55.4841417,0.8800004720687866,0.5009874105453491,0.9207638502120972,0.6035813093185425,-11.81854772,-55.48408577
-11.8186625,-55.4841417,-11.818722,-55.4841571,0.6760157942771912,0.4943832755088806,0.7088358402252197,0.5493374466896057,-11.81854772,-55.48408577
-11.818722,-55.4841571,-11.8187818,-55.4841727,0.615606427192688,0.4901234805583954,0.6384360790252686,0.526620626449585,-11.81854772,-55.48408577
-11.8187818,-55.4841727,-11.8188416,-55.4841885,0.585534930229187,0.49160027503967285,0.6024443507194519,0.518486499786377,-11.81854772,-55.48408577
-11.8248691,-55.4857572,-11.8249205,-55.4857685,0.9070186614990234,0.5092048048973083,0.9540132284164429,0.6338534951210022,-11.82479515,-55.48571765
-11.8249205,-55.4857685,-11.8249721,-55.4857792,0.6810897588729858,0.4946777820587158,0.7205604314804077,0.5608420372009277,-11.82479515,-55.48571765
-11.8249721,-55.4857792,-11.825024,-55.4857893,0.6182780265808105,0.4966474175453186,0.6455845832824707,0.5395103096961975,-11.82479515,-55.48571765
-11.8254583,-55.4858456,-11.8255142,-55.4858509,0.8707292079925537,0.5270333290100098,0.8954249620437622,0.6006500720977783,-11.82540795,-55.48578889
-11.8255142,-55.4858509,-11.8255702,-55.485856,0.6723108291625977,0.5123307704925537,0.6911794543266296,0.5491288900375366,-11.82540795,-55.48578889
-11.8255702,-55.485856,-11.8256263,-55.4858614,0.6110836267471313,0.4986429810523987,0.624047040939331,0.5225598216056824,-11.82540795,-55.48578889
-11.8264821,-55.4860368,-11.8265383,-55.4860534,0.9462438821792603,0.4494093060493469,0.9999632239341736,0.5785761475563049,-11.82643989,-55.48595864
-11.8265383,-55.4860534,-11.8265945,-55.4860707,0.7026094198226929,0.46404075622558594,0.764166533946991,0.5338843464851379,-11.82643989,-55.48595864
-11.8265945,-55.4860707,-11.8266509,-55.4860891,0.6250361800193787,0.4673674702644348,0.668601930141449,0.5134019255638123,-11.82643989,-55.48595864
-11.8266509,-55.4860891,-11.8267073,-55.4861085,0.5864083170890808,0.47305798530578613,0.6178824305534363,0.506105363368988,-11.82643989,-55.48595864
-11.8268777,-55.4861703,-11.8269207,-55.4861865,0.7581893801689148,0.5099858045578003,0.7789899706840515,0.5732039213180542,-11.82679414,-55.48611117
-11.8269207,-55.4861865,-11.8269781,-55.4862083,0.6769371032714844,0.5015897154808044,0.693331241607666,0.546880304813385,-11.82679414,-55.48611117
-11.8269781,-55.4862083,-11.8270359,-55.4862297,0.6181559562683105,0.49962538480758667,0.6298336982727051,0.529723584651947,-11.82679414,-55.48611117
